idxs,title,date,typ,origin,section,subject_theme,health_issue,covid,doc_cited,direct_mention,precise_mention,imprecise_mention,generic_mention,hard_soft
21650,"RESOLUÇÃO Nº 7, de 9 de junho de 2020",2020-06-10,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,Diretrizes para atendimento em estabelecimentos de saúde na pandemia de Covid-19,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
21875,"Resolução nº 13, de 5 de junho de 2020",2020-06-12,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,Diretrizes para atendimento em estabelecimentos de saúde na pandemia de Covid-19,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
21884,"RESOLUÇÃO Nº 1.156, DE 10 DE JUNHO DE 2020",2020-06-12,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,Atividades remotas do CONFERE em virtude da pandemia,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
21889,"Resolução nº 183, de 10 de junho de 2020",2020-06-12,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"Prorrogação do prazo de_x000D_
vencimento da Anuidade devida pelos registrados no_x000D_
Conselho Regional de Educação Física da 3ª Região -_x000D_
CREF3/SC",COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
21937,"RESOLUÇÃO Nº 562, DE 9 DE JUNHO DE 2020",2020-06-12,Resolução,Ministério da Infraestrutura,S01,Prorrogação do exercício do ano na ANAC,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
21993,"RESOLUÇÃO Nº 686, DE 9 JUNHO DE 2020",2020-06-12,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,Sessões virtuais no Conselho Federal de Farmácia,COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
21993,"RESOLUÇÃO Nº 686, DE 9 JUNHO DE 2020",2020-06-12,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,Sessões virtuais no Conselho Federal de Farmácia,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
21993,"RESOLUÇÃO Nº 686, DE 9 JUNHO DE 2020",2020-06-12,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,Sessões virtuais no Conselho Federal de Farmácia,COVID-19,True,,Direct,No,Yes,No,Soft norm
22027,"PORTARIA Nº 698, DE 9 DE JUNHO DE 2020",2020-06-12,Portaria,Ministério do Meio Ambiente,S01,Reabertura de Parques Nacionais com protocolos sanitários,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
22437,"INSTRUÇÃO NORMATIVA Nº 11, DE 15 DE JUNHO DE 2020",2020-06-16,Instrução Normativa,Ministério do Desenvolvimento Regional,S01,Prorrogação de prazos de contratações selecionadas,COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
22513,"PORTARIA Nº 151, DE 15 DE JUNHO DE 2020",2020-06-16,Portaria,Ministério da Infraestrutura,S01,Manutenção de fechamento provisório de protocolo físico e prorrogação de prazos processuais,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
22538,"PORTARIA Nº 1.514, DE 15 DE JUNHO DE 2020",2020-06-16,Portaria,Ministério da Saúde,S01,Diretrizes para atendimento em estabelecimentos de saúde na pandemia de Covid-19,COVID-19,True,,Direct,No,No,Yes,
22620,DEMONSTRAÇÕES CONTÁBEIS CORREIOS,2020-06-17,Demonstração Contábil,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",S01,Demonstrações financeiras de empresa estatal,COVID-19,True,Declaration of Pandemic Status,,,N/C,No,
22727,"RESOLUÇÃO Nº 1.157, DE 16 DE JUNHO DE 2020",2020-06-17,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,Prorrogação de prazo dos pagamentos no âmbito do CONFERE,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
22812,ATA DA 563a REUNIÃO REALIZADA EM 31 DE MARÇO DE 2020,2020-06-18,Ata,Ministério de Minas e Energia,S01,Ata de reunião das Centrais Elétricas Brasileiras S.A.,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
22870,"RESOLUÇÃO Nº 6, DE 9 DE JUNHO DE 2020",2020-06-18,Resolução,"Ministério da Mulher, da Família e dos Direitos Humanos",S01,"suspensão do atendimento ao público, bem como as atividades institucionais presenciais.",COVID-19,True,,Direct,No,Yes,No,Soft norm
46461,"INSTRUÇÃO NORMATIVA - IN Nº 50, DE 3 DE DEZEMBRO DE 2019",2019-12-04,Instrução Normativa,Ministério da Saúde,S01,"""aprovada a lista de assuntos de petição a serem protocoladas em_x000D_
suporte eletrônico na Anvisa""",Other (specify),FALSE,,Indirect,No,Yes,No,
48309,"PORTARIA Nº 1.256, DE 10 DE DEZEMBRO DE 2019",2019-12-13,Portaria,Ministério da Saúde,S01,Projetos do PRONAS/PCD,Other (specify),FALSE,Relatório Mundial sobre a Deficiência e da Reunião de Alto Nível da Assembleia Geral da ONU sobre Deficiência e Desenvolvimento,Indirect,No,No,No,Soft norm
48309,"PORTARIA Nº 1.256, DE 10 DE DEZEMBRO DE 2019",2019-12-13,Portaria,Ministério da Saúde,S01,Projetos do PRONAS/PCD,Other (specify),FALSE,Relatório Mundial sobre a Deficiência e da Reunião de Alto Nível da Assembleia Geral da ONU sobre Deficiência e Desenvolvimento,Indirect,No,N/C,No,
48309,"PORTARIA Nº 1.256, DE 10 DE DEZEMBRO DE 2019",2019-12-13,Portaria,Ministério da Saúde,S01,Projetos do PRONAS/PCD,Mental and behavioral disorders,FALSE,Caregiver skills training for the management of developmental disorders,Direct,No,Yes,No,
48309,"PORTARIA Nº 1.256, DE 10 DE DEZEMBRO DE 2019",2019-12-13,Portaria,Ministério da Saúde,S01,Projetos do PRONAS/PCD,Mental and behavioral disorders,FALSE,Caregiver skills training for the management of developmental disorders,Direct,No,Yes,No,
49643,"PORTARIA Nº 3.444, DE 16 DE DEZEMBRO DE 2019",2019-12-18,Portaria,Ministério da Saúde,S01,"recurso do Bloco de Custeio das Ações e Serviços Públicos de_x000D_
Saúde",Other (specify),FALSE,Baby-friendly_x000D_ Hospital Initiative,Direct,Yes,No,No,Soft norm
50094,"LEI Nº 13.958, DE 18 DE  DEZEMBRO  DE 2019",2019-12-19,Lei,Atos do Poder Legislativo,S01,"""institui o Programa Médicos pelo Brasil""",Health crisis (in general),FALSE,80º Term of technical cooperation for the implementation of Project “Ampliação do Acesso da População Brasileira à Atenção Básica em Saúde”,Direct,Yes,No,No,Soft norm
50094,"LEI Nº 13.958, DE 18 DE  DEZEMBRO  DE 2019",2019-12-19,Lei,Atos do Poder Legislativo,S01,"""institui o Programa Médicos pelo Brasil""",Health crisis (in general),FALSE,,Direct,No,No,Yes,
51216,"RESOLUÇÃO   - RDC Nº 329, DE 19 DE DEZEMBRO DE 2019",2019-12-26,Resolução,Ministério da Saúde,S01,Os aditivos alimentares e coadjuvantes em pescados,Other (specify),FALSE,Joint FAO/WHO Expert Committee on Food Additives,Direct,No,N/C,Yes,
51288,"RESOLUÇÃO   - RDC Nº 331, DE 23 DE DEZEMBRO DE 2019",2019-12-26,Resolução,Ministério da Saúde,S01,"padrões microbiológicos de alimentos e_x000D_
sua aplicação",Other (specify),FALSE,Codex Alimentarius - FAO/WHO,Direct,Yes,No,No,Soft norm
51411,"PORTARIA Nº 3.775, DE 24 DE DEZEMBRO DE 2019",2019-12-26,Portaria,Ministério da Saúde,S01,Repasse dos valores de recursos federais para ações de prevenção da Malária e ações de vigilância da Leishmaniose Visceral e doença de Chagas.,Other (specify),FALSE,Regional Information System for Leishmaniases in the Americas (SisLeish),Direct,Yes,No,No,Soft norm
1830,"PORTARIA Nº 14, DE 10 DE JANEIRO DE 2020",2020-01-15,Portaria,Ministério da Saúde,S01,Inclusão de procedimentos ao código CID-10 na Tabela do SUS,Other (specify),FALSE,Baby-friendly_x000D_ Hospital Initiative,Direct,Yes,No,No,Soft norm
1946,"RESOLUÇÃO Nº 619, DE 13 DE SETEMBRO DE 2019",2020-01-16,Resolução,Ministério da Saúde,S01,"""diretrizes a serem observadas na elaboração dos planos de_x000D_
saúde""",Other (specify),FALSE,International Statistical Classification of Diseases and Related Health Problems (ICD),Direct,Yes,No,No,Soft norm
4573,"RESOLUÇÃO - RDC Nº 336, DE 30 DE JANEIRO DE 2020",2020-01-31,Resolução,Ministério da Saúde,S01,"""prazos para resposta aos requerimentos de atos públicos de liberação de responsabilidade da Anvisa""",Other (specify),FALSE,,Indirect,No,Yes,No,
5123,"DECRETO Nº 10.212, DE 30 DE JANEIRO DE 2020",2020-01-30,Decreto numerado,Atos do Poder Executivo,S01,Regulamento Sanitário Internacional,Other (specify),FALSE,WHA58.3 Revision of the International Health Regulations,Direct,Yes,No,No,Hard norm
5123,"DECRETO Nº 10.212, DE 30 DE JANEIRO DE 2020",2020-01-30,Decreto numerado,Atos do Poder Executivo,S01,Regulamento Sanitário Internacional,Other (specify),FALSE,WHA58.3 Revision of the International Health Regulations,Direct,Yes,No,No,Hard norm
5123,"DECRETO Nº 10.212, DE 30 DE JANEIRO DE 2020",2020-01-30,Decreto numerado,Atos do Poder Executivo,S01,Regulamento Sanitário Internacional,Other (specify),FALSE,WHA58.3 Revision of the International Health Regulations,Direct,Yes,No,No,Hard norm
5125,"DECRETO Nº 10.212, DE 30 DE JANEIRO DE 2020(*)",2020-01-31,Decreto numerado,Atos do Poder Executivo,S01,Instrumento de decisão para avaliação e notificação dos eventos que possam constituir emengêrcias de saúde pública de importência internacional.,Other (specify),FALSE,WHA58.3 Revision of the International Health Regulations,Direct,Yes,No,No,Hard norm
6311,"LEI Nº 13.979, DE 6 DE FEVEREIRO DE 2020",2020-02-07,Lei,Atos do Poder Legislativo,S01,Medidas para enfrentamento do coronavírus,COVID-19,True,,Direct,No,Yes,No,Soft norm
9004,"RESOLUÇÃO Nº 680, DE 20 FEVEREIRO DE 2020",2020-02-26,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"""requisitos necessários à atuação do farmacêutico em medicamentos e produtos à base de Cannabis""",Drugs & Alcohol,FALSE,Alma Ata Primary Healthcare Conference,Direct,Yes,No,No,Soft norm
9444,"NOTA TÉCNICA CONJUNTA Nº 1/CES/CNMP/1ª CCR, DE 26 DE FEVEREIRO DE 2020",2020-02-27,Ato,Conselho Nacional do Ministério Público,S01,Nota Técnica Conjunta com a finalidade de oferecer subsídios de atuação ao Ministério Público brasileiro em relação ao coronavírus,COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
9444,"NOTA TÉCNICA CONJUNTA Nº 1/CES/CNMP/1ª CCR, DE 26 DE FEVEREIRO DE 2020",2020-02-27,Ato,Conselho Nacional do Ministério Público,S01,Nota Técnica Conjunta com a finalidade de oferecer subsídios de atuação ao Ministério Público brasileiro em relação ao coronavírus,COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
9677,"PORTARIA Nº 188, DE 3 DE FEVEREIRO DE 2020",2020-02-04,Portaria,Ministério da Saúde,S01,"Declarar Emergência em Saúde Pública de Importância_x000D_
Nacional",COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
47795,"PORTARIA DISPF Nº 39, DE 5 DE NOVEMBRO DE 2020",2020-11-09,Portaria,Ministério da Justiça e Segurança Pública,S01,Retorno gradual as visitas para presos.,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
47876,"ACÓRDÃO Nº 404, DE  31 DE OUTUBRO DE 2020",2020-11-09,Acórdão,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,autorizar a ampliação da relação de 06 (seis) alunos para até 10 (dez) alunos na assistência por docente supervisor/RECOMENDAR o estágio presencial,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
48203,"PORTARIA Nº 97, DE 26 DE OUTUBRO DE 2020",2020-11-10,Portaria,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"""prorrogação da suspensão dos procedimentos éticos-administrativos disciplinares""",COVID-19,True,WHA58.3 Revision of the International Health Regulations,Direct,Yes,No,No,Hard norm
48203,"PORTARIA Nº 97, DE 26 DE OUTUBRO DE 2020",2020-11-10,Portaria,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"""prorrogação da suspensão dos procedimentos éticos-administrativos disciplinares""",COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
48462,"CONSULTA PÚBLICA N° 957, DE 5 DE NOVEMBRO DE 2020",2020-11-11,Consulta Pública,Ministério da Saúde,S01,"Consulta Pública para que sejam apresentadas críticas e sugestões relativas à_x000D_
proposta de Resolução que inclui as culturas: brócolis, couve, couve-chinesa...",Other (specify),FALSE,Joint FAO/WHO Meeting on Pesticide Residues (JMPR),Direct,Yes,No,No,Soft norm
48471,"PORTARIA Nº 147, DE 9 DE NOVEMBRO DE 2020",2020-11-11,Portaria,Ministério da Cidadania,S01,programações financeiras oriundas de emendas parlamentares do início de 2020,COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
48968,"PORTARIA  Nº 964-RTR/UFMS, DE 9 DE NOVEMBRO DE 2020",2020-11-13,Portaria,Ministério da Educação,S01,Reconhecimento de Empresas Juniores da UFMS.,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
49151,"PORTARIA NORMATIVA N° 93/GM-MD, DE 29 DE OUTUBRO DE 2020",2020-11-13,Portaria,Ministério da Defesa,S01,"""aprova as normas para a avaliação pericial dos portadores de doenças especificadas em lei pelas Juntas de Inspeção de Saúde e pelos Agentes Médico-Periciais da Marinha/Exército/Aeronáutica e do Hospital das Forças Armada",Other (specify),FALSE,,Direct,No,Yes,No,Soft norm
49151,"PORTARIA NORMATIVA N° 93/GM-MD, DE 29 DE OUTUBRO DE 2020",2020-11-13,Portaria,Ministério da Defesa,S01,"""aprova as normas para a avaliação pericial dos portadores de doenças especificadas em lei pelas Juntas de Inspeção de Saúde e pelos Agentes Médico-Periciais da Marinha/Exército/Aeronáutica e do Hospital das Forças Armada",Other (specify),FALSE,International Statistical Classification of Diseases and Related Health Problems (ICD),Direct,Yes,No,No,Soft norm
49627,"PORTARIA Nº 148, DE 13 DE NOVEMBRO DE 2020",2020-11-17,Portaria,Ministério da Cidadania,S01,"Aprova as recomendações da Organizações da Sociedade Civil, sobre a adaptação das ofertas socioassistenciais no contexto da pandemia do novo coronavírus",COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
50228,"PORTARIA Nº 1.068, DE 17 DE NOVEMBRO DE 2020",2020-11-19,Portaria,Ministério da Saúde,S01,Objetivo possibilitar a notificação ao Ministério da Saúde de todos os resultados de testes diagnóstico para SARSCoV-2 realizados por laboratórios,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
50565,"RESOLUÇÃO CREF8 nº 158, de 19 de maio de 2020",2020-11-20,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"Dilatar o prazo para recebimento dos pedidos de baixa de_x000D_
registro de PF com isenção do pagamento da anuidade 2020",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
50771,"RESOLUÇÃO CREF8 nº 156, de 19 de maio de 2020",2020-11-23,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"Valores de anuidade devida ao Conselho_x000D_
Regional de Educação Física",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
51334,"RESOLUÇÃO CREF10/PB  Nº 105, DE 3 DE OUTUBRO DE 2020",2020-11-25,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"Valores de anuidades (2021) de Pessoas Físicas e Jurídicas registradas no_x000D_
Conselho Regional de Educação Física da 10ª Região",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
51364,"PORTARIA Nº 836, DE 23 DE NOVEMBRO DE 2020",2020-11-25,Portaria,Ministério Público da União,S01,"""apuração dos fatos, indicação de responsabilidade e adoção das medidas_x000D_
judiciais e extrajudiciais em defesa dos consumidores """,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
51365,"Portaria nº 835, de 23 de novembro de 2020",2020-11-25,Portaria,Ministério Público da União,S01,"""apuração dos fatos, indicação de responsabilidade e adoção das medidas_x000D_
judiciais e extrajudiciais em defesa dos consumidores""",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
51955,"PORTARIA Nº 546, DE 26 DE NOVEMBRO DE 2020",2020-11-27,Portaria,Ministério da Cidadania,S01,Calendário tratando do auxílio emergencial,COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
52223,"RESOLUÇÃO-RE Nº 4.903, DE 26 DE NOVEMBRO DE 2020",2020-11-30,Resolução,Ministério da Saúde,S01,Inclusão das culturas: feijão-fava e feijão-vagem,Other (specify),FALSE,Joint FAO/WHO Meeting on Pesticide Residues (JMPR),Indirect,Yes,No,No,
52224,"RESOLUÇÃO-RE Nº 4.904, DE 26 DE NOVEMBRO DE 2020",2020-11-30,Resolução,Ministério da Saúde,S01,"Incluisão das culturas: amendoim, ervilha, feijão-caupi, feijão-fava, feijãovagem, grão-de-bico e lentilha",Other (specify),FALSE,Joint FAO/WHO Meeting on Pesticide Residues (JMPR),Indirect,Yes,No,No,
52293,"RESOLUÇÃO-RE Nº 4.895, DE 26 DE NOVEMBRO DE 2020",2020-11-30,Resolução,Ministério da Saúde,S01,"Incluisão das culturas: gergelim, linhaça e mamona",Other (specify),FALSE,Joint FAO/WHO Meeting on Pesticide Residues (JMPR),Indirect,Yes,No,No,
52517,"PORTARIA Nº 518, DE 12 DE NOVEMBRO DE 2020",2020-11-12,Portaria,Presidência da República,S01,Restrição da entrada de estrangeiros de qualquer nacionalidade,COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
52639,"PORTARIA Nº 24, de 24 de novembro de 2020",2020-12-01,Portaria,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,Prorrogar a suspensão do atendimento ao público,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
52908,ATA DA ASSEMBLEIA GERAL EXTRAORDINÁRIA REALIZADA EM 4 DE NOVEMBRO DE 2020,2020-12-03,Extrato da Ata,Ministério das Comunicações,S01,"ATA DA ASSEMBLEIA GERAL EXTRAORDINÁRIA DA EMPRESA BRASIL_x000D_
DE COMUNICAÇÃO S.A - EBC",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
53236,"RESOLUÇÃO Nº 20, DE 2 DE DEZEMBRO DE 2020",2020-12-03,Resolução,Ministério da Educação,S01,"Alimentação escolar aos alunos do Programa Nacional de_x000D_
Alimentação Escolar",Other (specify),FALSE,,Direct,No,No,Yes,Soft norm
54221,"PORTARIA SEPEC/ME Nº 24.471, DE 1º  DE DEZEMBRO DE 2020",2020-12-09,Portaria,Ministério da Economia,S01,Aprendizagem a distancia das atividades teóricas e práticas dos programas de aprendizagem profissional,COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
54513,"PORTARIA ME Nº  406, DE 8 DE DEZEMBRO DE 2020",2020-12-09,Portaria,Ministério da Economia,S01,autorizar a concessão de diárias e passagens ao Secretário-Executivo do Ministério da Economia,,FALSE,"Basic Agreement on Technical Assistance between the United States of Brazil and the United Nations, its Specialized Agencies and the International Atomic Energy Agency",Direct,No,Yes,Yes,Soft norm
54590,"RESOLUÇÃO Nº 106, DE 21 DE NOVEMBRO DE 2020",2020-12-10,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"""fixação do valor das anuidades, taxas_x000D_
e similares devidas """,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
55114,"PORTARIA  Nº 558, DE 10 DE DEZEMBRO DE 2020",2020-12-11,Portaria,Ministério da Cidadania,S01,calendário referente ao auxílio emergencial,COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
55179,"ATO DECLARATÓRIO EXECUTIVO Nº 69, DE 11 DE DEZEMBRO DE 2020",2020-12-14,Ato Declaratório,Ministério da Economia,S01,"dispensa do pagamento de tributos,",,FALSE,,Direct,No,N/C,Yes,
55346,"RESOLUÇÃO Nº 107, DE  21 DE NOVEMBRO DE 2020",2020-12-14,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,Política Nacional de Refinanciamento de Débito Tributário,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
55706,"RESOLUÇÃO Nº 601, DE 14 DE DEZEMBRO DE 2020",2020-12-15,Resolução,Ministério da Infraestrutura,S01,"isenção temporária de cumprimento de certos requisitos sobre o Regulamento Brasileiro da Aviação_x000D_
Civil - RBAC nº 153",COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,No,Yes,No,Soft norm
56336,"Resolução CREF16/RN nº 57, de 14 de dezembro de 2020",2020-12-17,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,Isentar a anuidade de ccertas empresas regularizadas.,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
56376,"DECISÃO COREN/PR Nº 44, DE 30 DE SETEMBRO DE 2020",2020-12-17,Decisão,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"A execução de advertência verbal enquanto perdurar o período de Pandemia será realizada, de forma remota,_x000D_
através da plataforma Google meet.",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
56391,"Portaria n° 837, de 9 de dezembro de 2020",2020-12-17,Portaria,Ministério Público da União,S01,"fim de subsidiar eventual Ação Civil Pública para indenização pelos eventuais danos morais de aspecto_x000D_
coletivo causados por práticas de censura ou firmar Termo de Ajuste de Conduta",COVID-19,True,,Direct,No,No,Yes,
56420,"PORTARIA N.º 737, DE 16 DE DEZEMBRO DE 2020",2020-12-17,Portaria,Ministério do Turismo,S01,Homologar projetos culturais,COVID-19,True,WHO's Technical guidance on COVID-19,Direct,No,Yes,No,Soft norm
56525,"RESOLUÇÃO Nº 695, DE 15 de DEZEMBRO DE 2020",2020-12-17,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"Nova redação do artigo: ""O farmacêutico poderá requerer sua habilitação em ozonioterapia_x000D_
no Conselho Regional de Farmácia de sua jurisdição, desde que atenda a um dos_x000D_
seguintes requisitos""",Other (specify),FALSE,WHO Model List of Essential Medicines,Direct,Yes,No,No,Soft norm
56693,"RESOLUÇÃO N° 26, DE 30 DE NOVEMBRO DE 2020",2020-12-18,Resolução,Ministério da Educação,S01,Regulamenta o trabalho remoto da Universidade Federal de São João del-Rei.,COVID-19,True,WHO's Technical guidance on COVID-19,Direct,No,Yes,No,Soft norm
57464,"PORTARIA  Nº 3.602, DE 18 DE DEZEMBRO DE 2020",2020-12-21,Portaria,Ministério da Saúde,S01,Ficam habilitados estabelecimentos do anexo desta Portaria como Hospitais Amigo da Criança - IHAC.,Other (specify),FALSE,Baby-friendly_x000D_ Hospital Initiative,Direct,Yes,No,No,Soft norm
58025,"RESOLUÇÃO DE DIRETORIA COLEGIADA - RDC Nº 460, DE 21 DE DEZEMBRO DE 2020",2020-12-23,Resolução,Ministério da Saúde,S01,"requisitos de composição, qualidade, segurança e rotulagem das fórmulas dietoterápicas para erros inatos do metabolismo.",Other (specify),FALSE,Joint FAO/WHO Expert Committee on Food Additives (JECFA),Direct,Yes,No,No,Soft norm
58069,"INSTRUÇÃO NORMATIVA Nº 7, DE 21 DE DEZEMBRO DE 2020",2020-12-23,Instrução Normativa,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"Os prazos processuais e prescricionais dos Processos Administrativos e_x000D_ Disciplinares (Conselho Federal de Psicologia e dos Conselhos Regionais de_x000D_ Psicologia), têm sua suspensão prorrogada.",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
58070,"PORTARIA Nº 37, DE 21 DE DEZEMBRO DE 2020",2020-12-23,Portaria,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"prazo das medidas administrativas e a dispensa do trabalho na forma_x000D_
presencial no âmbito do Conselho Federal de Psicologia ficam prorrogados",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
58073,"RESOLUÇÃO Nº 36, DE 21 DE DEZEMBRO DE 2020",2020-12-23,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"As questões do Conselhos Regionais de Psicologia (CRPs) e o Conselho Federal de_x000D_ Psicologia (CFP) poderão ser realizadas enquanto durar o período de pandemia, por meio de videoconferência.",COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
58155,"PORTARIA GM/MS Nº 3.712, DE 22 DE DEZEMBRO DE 2020",2020-12-23,Portaria,Ministério da Saúde,S01,"incentivo financeiro federal de custeio, do Bloco de Manutenção das Ações e Serviços Públicos de Saúde",Other (specify),True,,Direct,No,No,Yes,
58380,"PORTARIA CONJUNTA Nº 1, DE 22 DE DEZEMBRO DE 2020",2020-12-23,Portaria Conjunta,Ministério da Saúde,S01,"acompanhar, avaliar e atuar nos procedimentos para o registro e autorização de uso emergencial de vacinas Covid-19 no âmbito da Anvisa",COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
58745,"RESOLUÇÃO CFC Nº 1.611, DE 17 DE DEZEMBRO DE 2020",2020-12-28,Resolução,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"Regime de Parcelamento de Créditos de Anuidades_x000D_
e Multas do Sistema CFC/CRCs (Redam)",COVID-19,True,Declaration of Pandemic Status,Direct,Yes,No,No,Soft norm
58764,"RESOLUÇÃO GECEX Nº 134, DE 23 DE DEZEMBRO DE 2020",2020-12-28,Resolução,Ministério da Economia,S01,Prorroga direito antidumping,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
59131,"PORTARIA Nº 26, de 23 de dezembro de 2020",2020-12-29,Portaria,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,"suspensão do atendimento ao público, bem como as atividades institucionais presenciais.",COVID-19,True,Declaration of Pandemic Status,Direct,Yes,No,No,Soft norm
59254,"DECISÃO COREN-RS Nº 213, de 18 de dezembro de 2020",2020-12-29,Decisão,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,viabilizar o funcionamento de reuniões entre equipes durante o Coronavírus (Covid-19) e aplicação de penalidade de advertência verbal.,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
59254,"DECISÃO COREN-RS Nº 213, de 18 de dezembro de 2020",2020-12-29,Decisão,Entidades de Fiscalização do Exercício das Profissões Liberais,S01,viabilizar o funcionamento de reuniões entre equipes durante o Coronavírus (Covid-19) e aplicação de penalidade de advertência verbal.,COVID-19,True,Declaration of Pandemic Status,Direct,No,Yes,No,Soft norm
59691,"PORTARIA MC Nº 579, DE 29 DE DEZEMBRO DE 2020",2020-12-30,Portaria,Ministério da Cidadania,S01,período de validade dos benefícios financeiros do Programa Bolsa Família,COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
60168,"PORTARIA Nº 630, DE 17 DE DEZEMBRO DE 2020",2020-12-17,Portaria,Presidência da República,S01,"restrição excepcional e temporária de entrada no_x000D_
País de estrangeiros de qualquer nacionalidade",COVID-19,True,COVID-19 Public Health Emergency of International Concern,Direct,Yes,No,No,Soft norm
